track_num,track_id,track_name,first_artist,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,liked
8651,4RepvCWqsP6zBuzvwYibAS,I Feel It Coming,The Weeknd,0.429,0.769,269187,0.813,0,0,0.0952,-5.9,0,0.143,92.985,4,0.567,1
8652,1zF69Xru3AToRB87kAKqra,Die For You,The Weeknd,0.105,0.587,260253,0.514,0,1,0.147,-7.182,0,0.0763,133.881,4,0.486,1
8653,7LjrpYAKy6hPmncnK2Ju9s,All I Know,The Weeknd,0.443,0.653,321027,0.434,0.000202,8,0.0952,-10.543,0,0.0556,120.06,4,0.18,1
8654,1w6EY8Wkqw4TxYUxiids7C,Love To Lay,The Weeknd,0.0449,0.709,223293,0.802,0,7,0.282,-5.031,0,0.0577,116.984,4,0.717,1
8655,54Bdz1CeXqh2fpAfGT59CN,Six Feet Under,The Weeknd,0.101,0.769,237573,0.491,0,6,0.126,-8.509,0,0.0726,140.021,4,0.251,1
8656,7y2SOXPaH6ORTya7ROEzy0,Sidewalks,The Weeknd,0.142,0.538,231360,0.731,0,1,0.341,-5.252,0,0.0786,149.787,4,0.576,1
8657,1XZkxBNZT13KoAexAKB2lp,True Colors,The Weeknd,0.277,0.608,206013,0.419,0,1,0.187,-8.231,1,0.275,76.61,4,0.634,1
8658,6kP57bEoT8R9ytlGUfUTmB,Secrets,The Weeknd,0.0142,0.662,265600,0.783,1.45e-05,0,0.27,-5.759,1,0.0503,109.952,4,0.728,1
8659,5HR4CYT5nPpFy8m9wJQgrr,Rockin’,The Weeknd,0.0123,0.737,232880,0.881,0,9,0.0806,-5.567,0,0.227,112.992,4,0.768,1
8660,3IU6xbfNZosvTdRrGs8b2u,Reminder,The Weeknd,0.143,0.738,218880,0.517,0,8,0.163,-7.364,1,0.13,79.995,4,0.357,1
8661,09FhDfmrSDN162X1yFfapI,False Alarm,The Weeknd,0.0297,0.514,220307,0.674,2.49e-05,8,0.187,-6.437,0,0.075,173.988,4,0.184,1
8662,4nAyv6465LBywy7tOx78bc,Party Monster,The Weeknd,0.188,0.582,249213,0.621,1.71e-05,1,0.299,-8.332,1,0.0793,77.555,4,0.225,1
8663,57hCSu4zMTdnSum7NBL1Ye,Lord Knows (feat. Tory Lanez),Meek Mill,0.0168,0.434,318840,0.695,0,10,0.834,-7.464,0,0.485,167.309,4,0.16,1
8664,60PAzFNW3vAiAiVK6DRJfB,Day 'N' Nite (Nightmare),Kid Cudi,0.462,0.88,221240,0.443,7.13e-06,11,0.122,-6.359,0,0.0653,138.018,4,0.803,1
8665,0XGLsSU6wtfnKXiMNvQr61,Versace (Remix),Migos,0.0218,0.845,246047,0.705,0,6,0.339,-4.271,0,0.243,132.05,4,0.334,1
8666,4WGyY671Z37inSpCTBJoIm,"Earned It (Fifty Shades Of Grey) - From The ""Fifty Shades Of Grey"" Soundtrack",The Weeknd,0.417,0.66,252227,0.372,0,2,0.0954,-6.025,0,0.0314,119.946,3,0.432,1
8667,1qoHlIpgGxtmYsYdyiySiL,Often - Kygo Remix,The Weeknd,0.12,0.582,234400,0.498,0,7,0.385,-9.906,0,0.0455,80.028,4,0.426,1
8668,25khomWgBVamSdKw7hzm3l,The Hills,The Weeknd,0.0861,0.356,242253,0.567,0,0,0.137,-7.011,0,0.0798,135.553,5,0.109,1
8669,4E92bmgFiHxvy2SNjXjC3b,Blessings,Big Sean,0.332,0.775,252040,0.621,0,1,0.122,-7.634,1,0.295,118.843,4,0.15,1
8670,78zC6abUHZ9ntpqLXMqrmo,THat Part,ScHoolboy Q,0.0799,0.923,313573,0.516,0,6,0.137,-7.617,0,0.0909,112.973,4,0.328,1
8671,3aGibUHhQyBsyumYHylw0K,Backseat Freestyle,Kendrick Lamar,0.000739,0.546,212653,0.651,0,1,0.235,-7.601,1,0.3,77.878,4,0.646,1
8672,1snt6FNtZASSQrJuS9serg,Pop Style,Drake,0.187,0.791,209453,0.49,1.95e-06,11,0.104,-9.05,1,0.242,133.085,4,0.0499,1
8673,6x3GsPRbLg6cod36TR0ALn,THat Part,ScHoolboy Q,0.078,0.921,316320,0.504,0,6,0.205,-7.672,0,0.101,112.97,4,0.365,1
8674,4w7yrP4RAeeyhfG9nJqQvS,I Don't Fuck With You,Big Sean,0.0349,0.823,284387,0.733,0,1,0.324,-5.474,1,0.0628,97.972,4,0.397,1
8675,1olNHIIVl4EVwIEPGYIR7G,Holy Grail,JAY-Z,0.0619,0.683,338413,0.537,1.01e-05,2,0.247,-6.945,0,0.0878,145.089,4,0.153,1
8676,6wb6zxkNTBtcYVkXcvNyJp,No Type,Rae Sremmurd,0.0138,0.885,200080,0.479,3.18e-06,6,0.0925,-7.81,1,0.149,125.077,4,0.237,1
8677,4Li2WHPkuyCdtmokzW2007,Ni**as In Paris,JAY-Z,0.127,0.789,219333,0.858,0,1,0.349,-5.542,1,0.311,140.022,4,0.775,1
8678,1ULa3GfdMKs0MfRpm6xVlu,We Dem Boyz,Wiz Khalifa,0.00689,0.717,224933,0.862,0,8,0.321,-4.736,1,0.054,130.021,4,0.52,1
8679,62vpWI1CHwFy7tMIcSStl8,No Role Modelz,J. Cole,0.301,0.692,292987,0.521,0,10,0.0565,-8.465,0,0.33,100.45,4,0.463,1
8680,7dLsAaQI1M3lhWXX1vm9gm,Hot Mess,Benson,0.0788,0.692,235212,0.739,0.000433,9,0.148,-5.245,0,0.0484,122.008,4,0.185,1
8681,7u7q5vqMezQPmnUDg4HVbc,Hot Mess - Yolanda Be Cool Remix,Benson,0.00285,0.862,317439,0.755,0.0319,0,0.298,-7.507,1,0.0815,123.976,4,0.416,1
8682,5PfZppEsPTfnwSD9tSxyoE,Hot Mess - Dom Dolla Remix,Benson,0.0477,0.803,297485,0.712,7.71e-05,7,0.1,-5.819,0,0.104,123.959,4,0.467,1
8683,0WLGKNCkVMxkjvdPMvC9cK,Hot Mess - Jad & The Ladyboy Remix,Benson,0.206,0.773,306136,0.536,0.0459,9,0.099,-9.053,0,0.044,122.013,4,0.372,1
8684,2XTdjNXgMhPoWD5ihRAQXY,Bolum Back,Liu,0.0631,0.876,315454,0.657,0.872,11,0.0777,-8.308,0,0.125,124.006,4,0.275,1
8685,6zpCJDhdpHPZCcFCJZDqX5,High You Are,What So Not,0.0557,0.69,213340,0.857,0.11,10,0.0341,-5.613,1,0.0405,136.99,4,0.409,1
8686,3VAeTjREoKPY1exOXR4oBm,Go Fuck Yourself,Two Feet,0.571,0.765,129600,0.327,0.0479,6,0.0787,-8.029,1,0.277,74.931,4,0.292,1
8687,17txou7v6Jxrwm4SGBKdBu,Her Life,Two Feet,0.288,0.74,168000,0.415,0.534,0,0.103,-11.429,1,0.0594,89.997,4,0.153,1
8688,7pe2OKY04MW1Cunyqrai83,Quick Musical Doodles,Two Feet,0.241,0.688,144000,0.349,0.685,6,0.374,-7.182,0,0.27,169.773,4,0.433,1
8689,6hucKm27q76t8cC4jEdqSw,You're so Cold,Two Feet,0.156,0.894,196128,0.334,0.782,4,0.105,-7.852,0,0.0838,93.025,4,0.346,1
8690,4LOPAICgUqaUF9NT79jfqb,J'y suis jamais allé,Yann Tiersen,0.933,0.636,94467,0.368,0.423,7,0.386,-8.057,1,0.0363,99.939,4,0.811,1
8691,6TEJLtS6YmWmJv1JrI1Spo,Les jours tristes - Instrumental,Yann Tiersen,0.807,0.734,183467,0.339,0.186,7,0.0801,-8.123,0,0.0325,100.104,3,0.952,1
8692,7IyaRftrvTRwBbddDUrn4f,La valse d'Amélie,Yann Tiersen,0.713,0.433,135907,0.564,0.275,9,0.117,-8.917,0,0.0405,192.073,3,0.855,1
8693,0PrAozo6AwJ0Ftatr3CfJt,"Comptine d'un autre été, l'après-midi",Yann Tiersen,0.991,0.484,140733,0.192,0.908,2,0.106,-15.378,1,0.0465,100.084,4,0.0559,1
8694,0LMcVgDPMDavX7vt9LIwVJ,La noyée,Yann Tiersen,0.828,0.525,123000,0.209,0.927,7,0.0712,-9.403,1,0.0442,138.702,3,0.944,1
8695,6zQRlzfwEwuzGkHVrsIZ7F,L'autre valse d'Amélie,Yann Tiersen,0.706,0.515,93400,0.39,0.000612,9,0.137,-9.543,0,0.0275,105.981,3,0.0732,1
8696,3dpoLC2o0tWyOIlCjupADC,Guilty - 2001 Remastered Version,George Shearing,0.969,0.574,193000,0.189,0.242,9,0.0791,-12.122,0,0.0801,121.661,4,0.597,1
8697,0GEdVIIcjPuofbtnGbXbok,A quai,Yann Tiersen,0.807,0.466,212293,0.552,0.709,2,0.186,-7.752,0,0.0322,84.028,4,0.414,1
8698,3VN2pxEdhG7dOSv6ISqmQ6,Le moulin,Yann Tiersen,0.991,0.565,267733,0.0559,0.536,10,0.0808,-16.409,0,0.0535,142.232,3,0.215,1
8699,2DbrR6OWzrbR9x1UthhfYz,Pas si simple,Yann Tiersen,0.67,0.386,112533,0.491,0.827,7,0.0557,-14.402,1,0.0582,180.074,3,0.495,1
8700,4vWtCyrOWS9YYjrAmxxman,La valse d'Amélie - Version orchestre,Yann Tiersen,0.852,0.195,120333,0.335,0.131,9,0.117,-8.681,0,0.0312,63.152,4,0.252,1
8701,0g9YiZ3HeQH7wefjmLsgDr,La valse des vieux os,Yann Tiersen,0.932,0.482,140267,0.249,0.0311,3,0.225,-11.357,0,0.0376,121.657,3,0.445,1
8702,6yT13665BjQYP8k8TJFSoh,La dispute,Yann Tiersen,0.988,0.47,255200,0.0208,0.0996,0,0.0999,-17.92,0,0.0637,130.628,3,0.0749,1
8703,1R8ipIZMX9vU05vntrAd3N,Si tu n'étais pas là,Fréhel,0.954,0.281,209067,0.296,0,3,0.146,-12.264,1,0.0419,100.593,3,0.347,1
8704,3r6wDADt7cVFVtZnrcin3J,Soir de fête,Yann Tiersen,0.475,0.546,175840,0.314,0.0325,4,0.22,-12.295,0,0.0253,102.985,4,0.66,1
8705,7tSIC4knZ0TaZ6ZZEo7hwj,La redécouverte,Yann Tiersen,0.401,0.475,73160,0.375,0.371,9,0.0427,-14.557,0,0.0277,99.772,3,0.819,1
8706,0jg02VyINRYQKAkAOOMQFN,Sur le fil,Yann Tiersen,0.993,0.491,263707,0.0423,0.928,4,0.133,-18.236,0,0.0923,99.009,4,0.213,1
8707,0hJ0qaTO8C5dwCsyu7PDjA,Le banquet,Yann Tiersen,0.832,0.538,91000,0.396,0.00353,4,0.115,-13.733,0,0.0363,116.606,4,0.574,1
8708,22hn3x8Xdx26IywaZT685b,La valse d'Amélie - Version piano,Yann Tiersen,0.988,0.194,158667,0.179,0.86,9,0.0819,-16.836,0,0.0413,177.667,3,0.179,1
8709,71as3kxJtNlI5BTEP0cS41,La valse des monstres,Yann Tiersen,0.595,0.271,219933,0.278,0,11,0.286,-17.471,0,0.0427,82.364,4,0.921,1
8710,6cAjKQbnIzo9tRyltevUgd,L'autre valse d'Amélie - Quatuor à cordes et piano,Yann Tiersen,0.986,0.153,101000,0.385,0.102,5,0.202,-9.962,1,0.0376,184.618,3,0.224,1
8711,5ghXXnH2XGwNgvnTrsQAsF,Les deux pianos,Yann Tiersen,0.995,0.376,118000,0.333,0.884,8,0.119,-14.805,1,0.0464,115.049,4,0.256,1
8712,4a4ByG3YQYzRdXDpFONrdF,Comptine d'un autre été : la démarche,Yann Tiersen,0.995,0.259,121000,0.295,0.882,3,0.136,-14.915,1,0.0474,114.972,4,0.0835,1
8713,5bnnzBFIXX7SwlkcFqxunt,La maison,Yann Tiersen,0.975,0.276,123920,0.194,0.882,9,0.0955,-13.141,0,0.0313,75.606,4,0.0394,1
8714,5lHMgKmWOS03paSqd63BFO,La valse d'Amélie - Version orchestre [Live],Yann Tiersen,0.609,0.245,125133,0.271,0.0326,9,0.19,-10.18,0,0.0296,93.578,3,0.271,1
8715,6VfbrkjPu99TsjTG9PvMkU,Summer 78 (1),Yann Tiersen,0.935,0.274,234787,0.409,0.961,2,0.0921,-8.567,0,0.0306,104.742,4,0.0567,1
8716,461yMKrYMhrHnQTw3jLNyJ,Preparations for the Last TV Fake,Yann Tiersen,0.967,0.67,188053,0.722,0.821,9,0.15,-6.98,0,0.0321,95.033,4,0.874,1
8717,35fKXUJk1yDn3LVr6MbSHm,Mother's Journey,Yann Tiersen,0.992,0.344,88547,0.481,0.861,7,0.108,-12.263,0,0.0498,180.137,3,0.0922,1
8718,4Xceww9qyPB6MwXngD2Ph6,Goodbye Lenin !,Yann Tiersen,0.945,0.281,297253,0.446,0.918,11,0.223,-8.308,1,0.0343,72.015,3,0.129,1
8719,5sU78N5fpGVuEmKy7usZMO,Father and Mother,Yann Tiersen,0.995,0.63,174307,0.213,0.953,2,0.0987,-17.491,0,0.0509,120.277,4,0.259,1
8720,46vK2qfIl9VQMLRgZMYpjt,Lara's Castle,Yann Tiersen,0.942,0.115,107280,0.424,0.942,1,0.136,-8.066,0,0.0364,80.406,3,0.0756,1
8721,3S15Pczh0HjocK7zFZCMW0,Childhood (1),Yann Tiersen,0.995,0.702,97333,0.131,0.942,7,0.108,-15.202,0,0.0416,111.362,4,0.396,1
8722,1FOoJunJnzXLD3R6v1lep2,The Deutsch Mark Is Coming,Yann Tiersen,0.952,0.647,71480,0.666,0.955,9,0.163,-5.067,0,0.037,126.468,4,0.932,1
8723,3aUZv357Bz6okQykfx7cId,Childhood (2),Yann Tiersen,0.996,0.395,104800,0.126,0.944,2,0.117,-16.843,0,0.0424,104.077,4,0.263,1
8724,5gkXhMa7H8qkA4uftGD6Fg,Letters,Yann Tiersen,0.898,0.387,81307,0.136,0.967,1,0.083,-13.297,0,0.0325,90.006,4,0.0553,1
8725,7JWDVWSFa4BTj0ZJXM3YhS,Mother Will Die,Yann Tiersen,0.994,0.342,189707,0.0673,0.799,9,0.116,-20.987,0,0.0364,130.076,1,0.0378,1
8726,2rSQ624tSyY1XPJJxVaDJn,Father Is Late,Yann Tiersen,0.993,0.659,92000,0.056,0.78,0,0.109,-18.467,0,0.0394,59.991,4,0.158,1
8727,0HBhVJKVNsrtqpD2a9fAd1,First Rendez-Vous,Yann Tiersen,0.977,0.35,77400,0.42,0.898,1,0.129,-11.887,0,0.0486,159.646,4,0.0346,1
8728,5PJ78Cltij7Y4Ksxou7m9S,Dishes,Yann Tiersen,0.951,0.802,47507,0.531,0.955,9,0.154,-5.406,0,0.0608,63.01,4,0.89,1
8729,2RtKEAX1daOkY8BZpgs6ng,I Saw Daddy Today,Yann Tiersen,0.995,0.624,124320,0.192,0.953,2,0.12,-17.109,0,0.0596,119.912,4,0.327,1
8730,2ztbcJe91yX7EdlFp1UoRm,The Decant Session,Yann Tiersen,0.941,0.941,47427,0.397,0.962,9,0.109,-7.724,0,0.191,125.932,4,0.961,1
8731,1z65HVczcbbDqpiWHgJNVy,Watching Lara,Yann Tiersen,0.991,0.499,88453,0.0395,0.96,4,0.11,-17.588,1,0.0432,79.879,4,0.152,1
8732,61IwaYuShjok0iwompmpTk,Summer 78 (2),Yann Tiersen,0.938,0.237,230680,0.437,0.949,7,0.11,-7.941,0,0.0286,102.431,4,0.133,1
8733,4f8vOdxAoeFABjX5iFXUCb,A Model of the Universe,Jóhann Jóhannsson,0.982,0.345,172444,0.044,0.96,7,0.221,-29.256,0,0.0453,90.43,4,0.0675,1
8734,0djNYmp2YFAsIYdtb0fTHJ,Heroes (we could be) - Jai Wolf Remix,Alesso,0.351,0.628,205720,0.874,1.59e-05,9,0.0883,-2.633,0,0.0408,140.043,4,0.248,1
8735,5WBnKCEsPwsvWHUZmLjS3s,Alive,Empire of the Sun,0.0997,0.524,204591,0.885,0,5,0.0708,-3.079,1,0.037,119.954,4,0.395,1
8736,6pNBH4KKQYVRtgXNrINq1w,Midnight City - Eric Prydz Private Remix,M83,0.00156,0.541,361733,0.854,0.724,11,0.128,-7.526,0,0.0571,125.008,4,0.358,1
8737,1FvU97lrWOG2NRxErh6OZz,Bad and Boujee (feat. Lil Uzi Vert),Migos,0.0633,0.897,334467,0.661,0,8,0.116,-6.2,0,0.27,127.081,4,0.193,1
8738,5ra4kmbcUvek1OdmMcDRm5,Al Eid Gaa,Balqees,0.777,0.709,109884,0.589,0,4,0.31,-6.756,0,0.0457,100.055,4,0.545,0
8739,5MXe07BDrtmQRF7Yr4kZIq,Salli Alal Mustafa (Fiyashia),Mesut Kurtis,0.673,0.446,231869,0.757,0,7,0.521,-7.851,1,0.0498,174.088,4,0.86,0
8740,6D2b4VO6wlxqvccLcY1dGR,لتبقى شمعات الأمل,لتبقى,0.419,0.475,147692,0.577,0,2,0.107,-5.245,1,0.0406,143.0,4,0.585,0
8741,5yxyWoggDlBpifR2DfypC5,El Aid Farha,Safaa Abu El Saod,0.971,0.67,215616,0.682,4.35e-05,0,0.13,-6.962,1,0.0548,93.775,4,0.668,0
8742,1zT7oSKe1kSNaBfMECfw6H,الليله عيد,Saber Rebai,0.357,0.597,239647,0.833,0,2,0.364,-8.013,0,0.162,105.079,4,0.784,0
8743,1k0mVe9ojuZregH1VqB0TA,فرحة العيد,Ahmed Fathi,0.895,0.57,617200,0.373,0.0103,2,0.102,-15.411,0,0.0425,104.654,4,0.775,0
8744,59PeHuk6KgkJBTcqQyfEjf,فرحة العيد,Saleh Al Hawali,0.825,0.461,56008,0.249,0,1,0.603,-6.258,0,0.051,177.398,4,0.959,0
8745,7A5PH1T7JNFTUiC7ITrD8a,فرحة العيد,لمى خالد,0.151,0.545,302107,0.855,1.49e-06,11,0.4,-1.901,0,0.0463,73.445,4,0.809,0
8746,6o3EAwJBjJm3yTjnSSItnr,العيد هلت تباشيره,Majed Alrslani,0.12,0.691,386160,0.84,0,8,0.334,-4.977,1,0.0888,110.015,3,0.817,0
8747,3cs1zIbg2NhspqwRiOiBrZ,Allah Akbar Kabiran,Saber Rebai,0.812,0.708,91520,0.354,0,9,0.127,-12.866,0,0.0569,96.881,4,0.504,0
8748,6Kxobm6bpUWtXwsL04m87d,Qalbi Sajad - Extended Version,Maher Zain,0.452,0.428,279360,0.746,0,9,0.345,-7.14,0,0.057,114.919,4,0.612,0
8749,1tHsQWQodFq01ecfcQm0ow,آمالنا بالله,مشاري بن راشد العفاسي,0.882,0.345,166160,0.407,0,9,0.0619,-7.769,0,0.0568,174.467,3,0.701,0
8750,4g9s7CFwFCCLoxEMo9YpXQ,Ma Talabtou Mina Llah,Jahida Wehbé,0.654,0.362,547296,0.448,0,9,0.0506,-5.818,0,0.0323,104.883,4,0.277,0
8751,1KKNAcJNtdBrOM1TbN0ls6,Madad - Nasimi Arabic Version,Sami Yusuf,0.812,0.682,391456,0.706,3.11e-05,2,0.188,-7.036,0,0.0372,103.015,4,0.423,0
8752,4IREk5iMdOnZ0cIIFa7Tkl,Habibna Al Mostafa - Al Maddah,Hamada Helal,0.321,0.664,189298,0.776,0,10,0.178,-5.257,0,0.0466,140.072,4,0.963,0
8753,2cEAqY1dsGq0ZIamWepfID,Salo 3la Rasol Allah,Hamada Helal,0.761,0.477,193877,0.416,0,2,0.682,-8.163,0,0.0381,143.655,4,0.328,0
8754,0ITQTpYV1ITZXotaUz7fNs,Sobhanak,Nour Khan,0.772,0.169,292400,0.423,0.000149,2,0.0964,-5.922,0,0.0363,69.934,5,0.102,0
8755,4PUl3WT3FPQYgfHCsCp8C1,Malek El Molk - Live,Cairo Steps,0.919,0.211,300971,0.189,2.57e-06,7,0.0876,-12.707,0,0.0371,83.711,3,0.139,0
8756,3WoaMZUO8VF4SsnV3fq5Ag,Asmaa Allah Alhusna (The 99 Names),Mohamed Youssef,0.826,0.632,200779,0.35,0.000746,6,0.156,-8.671,0,0.0322,105.043,4,0.796,0
8757,37i5M2dPXF44z745r0HDEz,Hadul El-Quran,Mohamed Youssef,0.454,0.647,199370,0.338,0,9,0.0961,-10.208,0,0.0297,113.035,4,0.586,0
8758,1C6VcvlYZRhkX2nGuAGz3W,Yalli Aalem Bina,Mohamed Hamaki,0.846,0.236,111724,0.335,0,5,0.0756,-9.475,1,0.0323,83.265,3,0.246,0
8759,0kXwXHjdjtwjhrhBSOpdpK,Mounfarija,Abdelhadi Belkheyat,0.754,0.488,877949,0.714,0,2,0.137,-5.94,1,0.0914,176.036,4,0.415,0
8760,4ZCxSU5mCND7HCoD3eVaWe,Elahi,Cairo Steps,0.916,0.14,241177,0.204,0,5,0.11,-12.942,0,0.0337,79.203,3,0.2,0
8761,2zQtX0AL8stVNw3tMcHY51,Hanen Alena Ya Rab,Moustafa Amar,0.913,0.687,139599,0.256,6.17e-05,9,0.142,-10.989,0,0.0756,108.194,4,0.353,0
8762,57kKqwWubgz1gsYnRTVNOw,La Ella Ella Allah,Mostafa Atef,0.982,0.428,60001,0.0977,0,6,0.13,-10.215,1,0.0401,131.424,3,0.486,0
8763,0DVoLcedEOc1cptz3LUruL,Al Faqir - The House Concert,Sami Yusuf,0.954,0.417,283750,0.0863,0.0806,10,0.104,-15.425,1,0.0391,118.752,4,0.247,0
8764,1wYIiq2FAI8U65rz0SvHks,اهديني,Shaimaa Sherif,0.737,0.506,120023,0.746,0,3,0.326,-0.86,0,0.0357,131.554,4,0.384,0
8765,6VuqHCgmvT5iSQ1hUIISDy,Amantu Billahi,Ayisha Abdul Basith,0.819,0.606,198000,0.454,0,4,0.118,-8.856,0,0.0265,80.075,4,0.539,0
8766,5VZJ16JetfgRq1BFDF1qPD,المصطفى,مشاري بن راشد العفاسي,0.874,0.319,200145,0.288,0,8,0.186,-8.348,0,0.0344,172.462,4,0.452,0
8767,35N5xJ8bBF3EKe4kt4WCPv,Bab Alrajaa Feat Mohamed Reda,Saad Lamjarred,0.322,0.584,153515,0.618,1.12e-06,1,0.0864,-8.981,1,0.0405,159.952,4,0.53,0
8768,5UzUwx1f086ZdKP8zMpWRD,Islamic Prayers Mix,Shaimaa ElShayeb,0.911,0.449,436088,0.197,0,11,0.331,-16.546,0,0.0372,124.772,4,0.384,0
8769,2dty7t6TAd1HWYbYejD6dh,Erhamna Youm El-Lo'a,Ayman Mostafa,0.329,0.223,120000,0.292,0,9,0.107,-11.097,0,0.0332,90.723,4,0.0576,0
8770,6Syx7Efsg2UHyzT6YpzPm9,Alem Belolob,Bassma Atta,0.636,0.639,122411,0.379,0,11,0.11,-9.923,1,0.0328,111.875,4,0.55,0
8771,3Z0kagDEekdpBmwOrcqcco,Antassalam,Maher Zain,0.189,0.771,240987,0.568,1.2e-05,11,0.06,-9.037,0,0.0372,135.904,4,0.617,0
8772,0WzT4u1fj2F42UN5y7PPqU,The 99 Names,Sami Yusuf,0.963,0.302,511500,0.233,0.0231,8,0.103,-13.179,1,0.0344,136.681,4,0.174,0
8773,1FKuF2mZ63sBLCPuKBomlx,Kol Kheir,Mohamady,0.789,0.452,185000,0.427,0,0,0.12,-7.766,1,0.0409,119.252,4,0.356,0
8774,1chZNPkufzQ0V5mzMRuoxx,Shahr Al Ghufran,Reem Nasri,0.522,0.643,240621,0.641,0.00027,9,0.111,-7.907,1,0.0843,130.015,4,0.469,0
8775,2fJr6YkAVZ2aju0JWFfHhw,Elahy Abdak El Gany Atak,Omar Shaaban,0.986,0.233,166708,0.167,4.76e-05,3,0.262,-10.301,1,0.0321,71.626,3,0.515,0
8776,3Z13VsGFiW2NdDZj4Kh5YG,Amenah,Angham,0.691,0.466,208135,0.454,0.000214,5,0.102,-8.128,0,0.0594,129.69,4,0.297,0
8777,4ivT0wHRcvEoAuQgK3oivW,Ya Achikin Innabi,Saber Rebai,0.196,0.691,95623,0.607,0,5,0.23,-7.247,1,0.172,95.039,4,0.797,0
8778,5DbgtBEU1xgP2UJlINEAHU,Be Rahmet Rabenna,Loai,0.909,0.561,68433,0.325,0,3,0.187,-5.669,0,0.0465,79.219,4,0.547,0
8779,7eRJUFhQEI8Y9yNA4eh5oB,اشفع لنا,Mostafa Atef,0.707,0.579,250104,0.563,1.19e-06,1,0.0996,-7.124,0,0.0285,136.067,4,0.602,0
8780,2pPu0dRgdUR3t8WvtAUXEc,Laylatou El Kadr,Saber Rebai,0.887,0.409,134238,0.347,0,5,0.093,-5.377,0,0.0376,109.059,5,0.197,0
8781,2HG4ajLMmgupP5d1wNBmWh,La Illaha Il Allah,Ahmed Bukhatir,0.724,0.382,263000,0.287,0,8,0.342,-9.242,0,0.0372,166.413,1,0.341,0
8782,0aSPj2imAzmHBmgDEvbu31,Ala Bab El Ganna,Carmen Soliman,0.87,0.548,111135,0.482,0,3,0.263,-7.34,1,0.0339,111.788,4,0.317,0
8783,03JZ24r3awWpKZED5dFNB6,Ala Tatafakron,Ahmed Burhan,0.114,0.443,141433,0.614,2.19e-05,7,0.158,-8.552,0,0.0405,116.755,4,0.3,0
8784,6D5OU26bbZAUY4Tesasfin,يا ربنا,Hussain Aljassmi,0.782,0.43,110838,0.324,2.81e-06,6,0.12,-10.313,0,0.0425,135.358,4,0.407,0
8785,6n4qf4LMDMl5hQSS1HZe0h,Al Quran,Ahmed Bukhatir,0.93,0.332,183267,0.253,0,4,0.136,-12.377,0,0.0418,73.096,4,0.195,0
8786,5f9F38cuNQlbWnKLQAwDKY,Duaa An Rafea El Balaa,Tamer Hosny,0.941,0.408,94049,0.257,0,1,0.123,-8.185,1,0.0361,114.502,3,0.308,0
8787,1wjG1m7Rj0i66QZZ5I0b2E,أبو الكرم,Mostafa Atef,0.504,0.36,166248,0.705,0.00048,4,0.529,-9.829,1,0.0656,72.391,4,0.631,0
8788,5js1BI0Sq88jzZ2cru7EcQ,قلبي محمد,مشاري بن راشد العفاسي,0.862,0.387,221728,0.162,0,1,0.128,-10.659,1,0.0322,114.234,1,0.244,0
8789,1Hu5Sz7RwYCEiwOfOnb2Sl,الله يالله,Hussain Aljassmi,0.973,0.403,266109,0.146,0,5,0.144,-11.484,0,0.0343,125.239,1,0.201,0
8790,3AlzllgM3BmndzrJmzKETm,Hayati Kulluha lillah,Yahya Hawwa,0.449,0.728,252819,0.75,0,10,0.157,-4.46,0,0.049,90.064,4,0.705,0
8791,7v3UnYvpPEU0CJfdxdE2Em,Alemny,Mohamed Hamaki,0.889,0.431,106920,0.376,0,3,0.123,-8.825,1,0.0305,122.75,3,0.283,0
8792,6u2hOGlFVf1pxMsixyLkxb,Mawlaya,Maher Zain,0.228,0.67,292067,0.723,0,11,0.0619,-5.082,1,0.0308,90.983,4,0.881,0
8793,2c7e65xDTOSIe98apeZHhe,سبحانك,Hussain Aljassmi,0.865,0.338,95060,0.266,0.000386,5,0.146,-8.397,0,0.0313,93.14,4,0.26,0
8794,3XB4tJeKQJNhIxbwIykDgk,طلع البدر علينا,مشاري بن راشد العفاسي,0.811,0.336,448360,0.368,0,5,0.0771,-9.687,0,0.0336,128.338,5,0.544,0
8795,7avYYI2ybJtDDoDGd3MWmK,ياسيداً,Mohammad Assaf,0.693,0.505,281509,0.532,3.08e-06,7,0.0771,-6.773,0,0.0338,131.911,4,0.453,0
8796,2GikOiSC9srW8SVqoS88VD,Habib Allah,Hatim Ammor,0.419,0.291,169933,0.39,0,6,0.122,-7.589,1,0.0407,118.222,4,0.101,0
8797,6bPt9NyH2R6KKVDPka8VeZ,Anta Alazeem,Mohamed Hamaki,0.866,0.287,118075,0.283,1.27e-06,0,0.11,-10.363,0,0.0337,74.704,3,0.183,0
8798,7G4eyM1EC6LXQ5gZ7lVyh7,Mawlay,Al Nqshabndi,0.916,0.32,378672,0.386,0.0237,2,0.537,-10.916,0,0.0387,151.379,4,0.311,0
8799,5vg5w8wvAeBDH5osCYGvIA,تكبيرات العيد,Sherif Mostafa,0.601,0.38,111700,0.108,0,8,0.261,-16.686,0,0.0369,78.33,3,0.696,0
8800,1UNOACS4O1ROKbDsLfMjOd,Ya Nabi Salam Alayka - Arabic Version - Bonus Track,Maher Zain,0.479,0.385,298947,0.688,1.01e-06,11,0.312,-4.147,0,0.0382,176.024,4,0.643,0
